#	genotype	transfection	pair	slice	animal	id	peak	decay	charge	rise	dt50	fwhm
174	HOM	-	87	13	1	15.06.17 s1 p0	131.3592	81.4941	12.9397	4.61524	34.9926	41.8864
175	HOM	+	88	19	4	05.10.17 s0 p1	57.2414	342.739	15.2407	5.15905	117.462	127.215
176	HOM	-	88	19	4	05.10.17 s0 p1	39.4032	195.294	6.54703	4.50969	56.4097	63.4305
177	HOM	+	89	18	3	06-09-17 s0 p0	25.0842	136.787	4.20501	4.02453	64.6318	72.1599
178	HOM	-	89	18	3	06-09-17 s0 p0	79.629	60.6466	9.93224	3.2532	27.7466	33.5629
179	HOM	+	90	16	3	04-09-17 s0 p2	47.6468	136.281	7.10947	3.59275	68.3037	76.6718
180	HOM	-	90	16	3	04-09-17 s0 p2	48.591	63.928	5.34233	3.23317	23.8453	28.8698
181	HOM	+	91	16	3	04-09-17 s0 p1	53.9456	139.429	9.04822	3.43496	68.9827	75.4634
182	HOM	-	91	16	3	04-09-17 s0 p1	58.6816	72.7358	5.1376	2.90621	27.0252	31.7594
183	HOM	+	92	16	3	04-09-17 s0 p0	29.3304	180.245	6.51491	4.16752	91.3341	100.026
184	HOM	-	92	16	3	04-09-17 s0 p0	68.983	66.687	4.40612	2.9884	25.6224	30.1577
185	HOM	+	93	17	3	04-09-17 s1 p2	95.4096	158.289	16.7081	3.76977	78.4355	86.5278
186	HOM	-	93	17	3	04-09-17 s1 p2	117.1894	77.2243	11.1927	2.8246	32.8892	38.5107
187	HOM	+	94	17	3	04-09-17 s1 p1	63.9624	145.036	11.5292	5.12915	70.8663	79.7458
188	HOM	-	94	17	3	04-09-17 s1 p1	121.354	70.666	9.70727	2.80802	26.9871	32.7102
189	HOM	+	95	17	3	04-09-17 s1 p0	82.8852	130.249	14.4458	3.72744	69.3063	76.8024
190	HOM	-	95	17	3	04-09-17 s1 p0	157.4262	63.5707	13.9736	2.96085	27.5959	32.4733
191	HOM	-	96	14	2	19.06.17 s0 p1 (c2)	149.0608	74.5931	15.1669	3.41068	29.8935	35.4125
192	HOM	+	96	14	2	19.06.17 s0 p1 (c2)	53.0244	168.21	8.84548	4.05269	83.829	92.2196
193	HOM	+	97	14	2	19.06.17 s0 p0	20.2088	157.499	2.72909	4.18805	86.1701	93.2159
194	HOM	-	97	14	2	19.06.17 s0 p0	77.553	72.0538	6.99635	3.83426	30.7274	36.4995
195	HOM	+	98	15	1	19.06.17 s1 p1	22.0858	131.868	2.48327	4.90869	96.7719	107.216
196	HOM	-	98	15	1	19.06.17 s1 p1	143.3324	61.1154	11.2315	3.63155	34.8043	41.7094
197	HOM	+	99	15	1	19.06.17 s1 p0	36.9662	105.428	5.67165	5.37165	84.0926	93.1515
198	HOM	-	99	15	1	19.06.17 s1 p0	68.0402	65.346	4.11112	3.656	31.4076	38.9726
